File Name;Song Title;Author;Year
"Boney James - Tick Tock.mp3";Tick Tock;Boney James;2017
"Chiffons - He's So Fine.mp3";He's So Fine;Chiffons;1963
"T.I. - Whatever You Like.mp3";Whatever You Like;T.I.;2008
"Macklemore, Ryan Lewis, Wanz - Thrift Shop.mp3";Thrift Shop;Macklemore, Ryan Lewis, Wanz;2013
"Daft Punk feat. Pharrell Williams - Get Lucky.mp3";Get Lucky;Daft Punk feat. Pharrell Williams;2013
"Rick Astley - Never Gonna Give You Up.mp3";Never Gonna Give You Up;Rick Astley;1988
"Frankie Carle - Oh! What It Seemed To Be.mp3";Oh! What It Seemed To Be;Frankie Carle;1946
"Beth Hart - Love Is a Lie.mp3";Love Is a Lie;Beth Hart;2016
"Wreckx-N-Effect - Rump Shaker.mp3";Rump Shaker;Wreckx-N-Effect;1993
"Les Baxter - April In Portugal.mp3";April In Portugal;Les Baxter;1953
"Stevie Wonder - As.mp3";As;Stevie Wonder;1976
"Q, The Mysterians - 96 Tears.mp3";96 Tears;?, The Mysterians;1966
"Steve Winwood - Roll With It.mp3";Roll With It;Steve Winwood;1988
"Iration - Time Bomb.mp3";Time Bomb;Iration;2010
"Jimmy Dorsey, His Orchestra - Blue Champagne.mp3";Blue Champagne;Jimmy Dorsey, His Orchestra;1941
"Usher - Confessions Part II.mp3";Confessions Part II;Usher;2004
"Sly , The Family Stone - Hot Fun In The Summertime.mp3";Hot Fun In The Summertime;Sly , The Family Stone;1969
"Larry Green - Near You.mp3";Near You;Larry Green;1947
"Doris Day - Secret Love.mp3";Secret Love;Doris Day;1954
"Lady Gaga, Colby O'Donis - Just Dance.mp3";Just Dance;Lady Gaga, Colby O'Donis;2009
"Mary MacGregor - Torn Between Two Lovers.mp3";Torn Between Two Lovers;Mary MacGregor;1977
"Bobby Lewis - Tossin' And Turnin'.mp3";Tossin' And Turnin';Bobby Lewis;1961
"Billy Preston - Will It Go Round In Circles.mp3";Will It Go Round In Circles;Billy Preston;1973
"Kool , The Gang - Celebration.mp3";Celebration;Kool , The Gang;1981
"Beatles - Help!.mp3";Help!;Beatles;1965
"Louis Armstrong - Hello, Dolly!.mp3";Hello, Dolly!;Louis Armstrong;1964
"Tiffany - Could've Been.mp3";Could've Been;Tiffany;1988
"Herb Alpert - Route 101.mp3";Route 101;Herb Alpert;1982
"Phil Collins - In the Air Tonight.mp3";In the Air Tonight;Phil Collins;1981
"Keith Sweat - Twisted.mp3";Twisted;Keith Sweat;1996
"Eddy Howard - To Each His Own.mp3";To Each His Own;Eddy Howard;1946
"Browns - The Three Bells.mp3";The Three Bells;Browns;1959
"Sensations - Let Me In.mp3";Let Me In;Sensations;1962
"Janet - All For You.mp3";All For You;Janet;2001
"Mandy Harvey - Try.mp3";Try;Mandy Harvey;2014
"Foreigner - I Want To Know What Love Is.mp3";I Want To Know What Love Is;Foreigner;1985
"Al Dexter - Pistol Packin' Mama.mp3";Pistol Packin' Mama;Al Dexter;1943
"AC DC - Hells Bells.mp3";Hells Bells;AC DC;1980
"Maren Morris - I Could Use a Love Song.mp3";I Could Use a Love Song;Maren Morris;2016
"Seal - Kiss From A Rose.mp3";Kiss From A Rose;Seal;1995
"Perry Como - Prisoner Of Love.mp3";Prisoner Of Love;Perry Como;1946
"Nelly - Hot in Herre.mp3";Hot in Herre;Nelly;2002
"The Weeknd - Can't Feel My Face.mp3";Can't Feel My Face;The Weeknd;2015
"Celine Dion - The Power Of Love.mp3";The Power Of Love;Celine Dion;1994
"Ellie Goulding - Love Me Like You Do.mp3";Love Me Like You Do;Ellie Goulding;2015
"UB40 - Red Red Wine (12'' Version).mp3";Red Red Wine (12'' Version);UB40;1983
"La Roux - In For The Kill (Skrillex Remix).mp3";In For The Kill (Skrillex Remix);La Roux;2010
"Swedish House Mafia - Don't You Worry Child (feat. John Martin).mp3";Don't You Worry Child (feat. John Martin);Swedish House Mafia;2012
"Survivor - Burning Heart.mp3";Burning Heart;Survivor;1986
"Iggy Azalea, Charli XCX - Fancy.mp3";Fancy;Iggy Azalea, Charli XCX;2014
"Ray Charles - I Can't Stop Loving You.mp3";I Can't Stop Loving You;Ray Charles;1962
"Dawn - Knock Three Times.mp3";Knock Three Times;Dawn;1971
"Florida Georgia Line - God, Your Mama, And Me (feat. Backstreet Boys).mp3";God, Your Mama, And Me (feat. Backstreet Boys);Florida Georgia Line;2016
"Whitesnake - Here I Go Again.mp3";Here I Go Again;Whitesnake;1987
"Jhene Aiko - While We're Young.mp3";While We're Young;Jhene Aiko;2017
"Joe Bonamassa - Dust Bowl.mp3";Dust Bowl;Joe Bonamassa;2011
"Diplo - Express Yourself (feat. Nicky Da B).mp3";Express Yourself (feat. Nicky Da B);Diplo;2012
"TLC - Waterfalls.mp3";Waterfalls;TLC;1995
"Pat Boone - Don't Forbid Me.mp3";Don't Forbid Me;Pat Boone;1957
"Joan Jett, The Blackhearts - I Love Rock 'N Roll.mp3";I Love Rock 'N Roll;Joan Jett, The Blackhearts;1981
"Clarence Carter - Slip Away.mp3";Slip Away;Clarence Carter;1968
"Robbie Nevil - C'est La Vie.mp3";C'est La Vie;Robbie Nevil;1987
"Guy Lombardo - Third Man Theme.mp3";Third Man Theme;Guy Lombardo;1950
"Iration - Falling.mp3";Falling;Iration;2008
"Frank Sinatra - My Way.mp3";My Way;Frank Sinatra;1964
"Billy Joel - It's Still Rock And Roll To Me.mp3";It's Still Rock And Roll To Me;Billy Joel;1980
"blackbear - Idfc.mp3";Idfc;blackbear;2015
"Ricky Martin - Livin' La Vida Loca.mp3";Livin' La Vida Loca;Ricky Martin;1999
"Association - Windy.mp3";Windy;Association;1967
"Selena Gomez - Fetish (feat. Gucci Mane).mp3";Fetish (feat. Gucci Mane);Selena Gomez;2017
"Carly Pearce - Every Little Thing.mp3";Every Little Thing;Carly Pearce;2017
"Jimmy Cliff - I Can See Clearly Now.mp3";I Can See Clearly Now;Jimmy Cliff;1993
"Tommy Roe - Dizzy.mp3";Dizzy;Tommy Roe;1969
"Bette Midler - The Rose.mp3";The Rose;Bette Midler;1980
"R. Kelly - Ignition.mp3";Ignition;R. Kelly;2003
"Taylor Swift - Look What You Made Me Do.mp3";Look What You Made Me Do;Taylor Swift;2017
"Diana Ross - Ain't No Mountain High Enough.mp3";Ain't No Mountain High Enough;Diana Ross;1970
"Wings - Silly Love Songs.mp3";Silly Love Songs;Wings;1976
"Eddie Fisher - Oh! My Pa-pa.mp3";Oh! My Pa-pa;Eddie Fisher;1954
"Chic - Le Freak.mp3";Le Freak;Chic;1979
"Keb' Mo' - Life Is Beautiful.mp3";Life Is Beautiful;Keb' Mo';2005
"Poison - Every Rose Has Its Thorn.mp3";Every Rose Has Its Thorn;Poison;1989
"Frankie Laine - Mule Train.mp3";Mule Train;Frankie Laine;1949
"Jimmy Dorsey, His Orchestra - Green Eyes (Aquellos Ojos Verdes).mp3";Green Eyes (Aquellos Ojos Verdes);Jimmy Dorsey, His Orchestra;1941
"Nickelback - Rockstar.mp3";Rockstar;Nickelback;2005
"Steve Miller B, - Abracadabra.mp3";Abracadabra;Steve Miller B,;1982
"Jon Pardi - Dirt on My Boots.mp3";Dirt on My Boots;Jon Pardi;2016
"Marvin Gaye - Let's Get It On.mp3";Let's Get It On;Marvin Gaye;1973
"Las Vegas Big Band - It's Only You That I Love.mp3";It's Only You That I Love;Las Vegas Big Band;2012
"En Vogue - My Lovin' (You're Never Gonna Get It).mp3";My Lovin' (You're Never Gonna Get It);En Vogue;1992
"Kelly Clarkson - Love So Soft.mp3";Love So Soft;Kelly Clarkson;2017
"Foo Fighters - The Sky Is A Neighborhood.mp3";The Sky Is A Neighborhood;Foo Fighters;2017
"Gary, Bing Crosby - Sam's Song.mp3";Sam's Song;Gary, Bing Crosby;1950
"Lifehouse - You And Me.mp3";You And Me;Lifehouse;2005
"Beyonce feat. Sean Paul - Baby Boy.mp3";Baby Boy;Beyonce feat. Sean Paul;2003
"Brothers Osborne - It Ain't My Fault.mp3";It Ain't My Fault;Brothers Osborne;2016
"The Mills Brothers - You Always Hurt the One You Love.mp3";You Always Hurt the One You Love;The Mills Brothers;1944
"Peaches, Herb - Reunited.mp3";Reunited;Peaches, Herb;1979
"Mitch King - Coming Back.mp3";Coming Back;Mitch King;2014
"Ray Noble, Buddy Clark - Linda.mp3";Linda;Ray Noble, Buddy Clark;1947
"Ace Of Base - All That She Wants.mp3";All That She Wants;Ace Of Base;1994
"Anita Ward - Ring My Bell.mp3";Ring My Bell;Anita Ward;1979
"Harry Styles - Sign of the Times.mp3";Sign of the Times;Harry Styles;2017
"Jackson 5 - Dancing Machine.mp3";Dancing Machine;Jackson 5;1974
"Brett Young - Like I Loved You.mp3";Like I Loved You;Brett Young;2016
"Sinead O'Connor - Nothing Compares 2 U.mp3";Nothing Compares 2 U;Sinead O'Connor;1990
"Manhattans - Kiss And Say Goodbye.mp3";Kiss And Say Goodbye;Manhattans;1976
"Mary Wells - My Guy.mp3";My Guy;Mary Wells;1964
"Neil Sedaka - Laughter In The Rain.mp3";Laughter In The Rain;Neil Sedaka;1975
"Bob Marley, The Wailers - Stir It Up.mp3";Stir It Up;Bob Marley, The Wailers;1973
"Rebelution - Lay My Claim.mp3";Lay My Claim;Rebelution;2016
"T.I. feat. Justin Timberlake - Dead And Gone.mp3";Dead And Gone;T.I. feat. Justin Timberlake;2009
"Joe Bonamassa, Beth Hart - I'll Take Care of You.mp3";I'll Take Care of You;Joe Bonamassa, Beth Hart;2011
"Sgt. Barry Sadler - The Ballad Of The Green Berets.mp3";The Ballad Of The Green Berets;Sgt. Barry Sadler;1966
"Katy Perry, Kanye West - E.T..mp3";E.T.;Katy Perry, Kanye West;2011
"Rihanna feat. Mikky Ekko - Stay.mp3";Stay;Rihanna feat. Mikky Ekko;2013
"Bobby Brown - My Prerogative.mp3";My Prerogative;Bobby Brown;1989
"Janet - Together Again.mp3";Together Again;Janet;1998
"The Glenn Miller Orchestra - A String of Pearls.mp3";A String of Pearls;The Glenn Miller Orchestra;1942
"Gordon Jenkins, The Weavers - Goodnight Irene.mp3";Goodnight Irene;Gordon Jenkins, The Weavers;1950
"Dustin Lynch - Small Town Boy.mp3";Small Town Boy;Dustin Lynch;2017
"Matisyahu - One Day.mp3";One Day;Matisyahu;2008
"Electric Light Orchestra - Livin' Thing.mp3";Livin' Thing;Electric Light Orchestra;1976
"AC DC - Highway to Hell.mp3";Highway to Hell;AC DC;1979
"Bastille - Pompeii.mp3";Pompeii;Bastille;2014
"Eric Prydz - Opus (Four Tet Remix).mp3";Opus (Four Tet Remix);Eric Prydz;2015
"Maroon 5 - Makes Me Wonder.mp3";Makes Me Wonder;Maroon 5;2007
"The Fifth Dimension - Aquarius  Let the Sunshine In.mp3";Aquarius / Let The Sunshine In;Fifth Dimension;1969
"Bobby Darin - Mack The Knife.mp3";Mack The Knife;Bobby Darin;1959
"Paul Simon - 50 Ways To Leave Your Lover.mp3";50 Ways To Leave Your Lover;Paul Simon;1976
"Jonny Lang - Still Rainin'.mp3";Still Rainin';Jonny Lang;1998
"Art Mooney - I'm Looking Over A Four Leaf Clover.mp3";I'm Looking Over A Four Leaf Clover;Art Mooney;1948
"Chris Stapleton - Tennessee Whiskey.mp3";Tennessee Whiskey;Chris Stapleton;2015
"Madonna - Take A Bow.mp3";Take A Bow;Madonna;1995
"Police - Every Breath You Take.mp3";Every Breath You Take;Police;1983
"Beyonce, Jay-Z - Crazy In Love.mp3";Crazy In Love;Beyonce, Jay-Z;2003
"Bing Crosby - Sierra Sue.mp3";Sierra Sue;Bing Crosby;1940
"Perry Como - If.mp3";If;Perry Como;1951
"Sean Paul - Get Busy.mp3";Get Busy;Sean Paul;2003
"Tab Hunter - Young Love.mp3";Young Love;Tab Hunter;1957
"Tom Jones - I'll Never Fall In Love Again.mp3";I'll Never Fall In Love Again;Tom Jones;1969
"Whitney Houston - So Emotional.mp3";So Emotional;Whitney Houston;1988
"Daryl Hall , John Oates - Kiss On My List.mp3";Kiss On My List;Daryl Hall , John Oates;1981
"Blondie - Call Me.mp3";Call Me;Blondie;1980
"Joe Bonamassa - Black Lung Heartache.mp3";Black Lung Heartache;Joe Bonamassa;2011
"Old Dominion - No Such Thing as a Broken Heart.mp3";No Such Thing as a Broken Heart;Old Dominion;2017
"The Weeknd - I Feel It Coming (feat. Daft Punk).mp3";I Feel It Coming (feat. Daft Punk);The Weeknd;2016
"I Prevail - Alone.mp3";Alone;I Prevail;2016
"Juvenile feat. Soulja Slim - Slow Motion.mp3";Slow Motion;Juvenile feat. Soulja Slim;2004
"Niall Horan - Slow Hands.mp3";Slow Hands;Niall Horan;2017
"Cream - Sunshine Of Your Love.mp3";Sunshine Of Your Love;Cream;1968
"Jimmy Dorsey - So Rare.mp3";So Rare;Jimmy Dorsey;1957
"Kim Carnes - Bette Davis Eyes.mp3";Bette Davis Eyes;Kim Carnes;1981
"Frankie Valli - My Eyes Adored You.mp3";My Eyes Adored You;Frankie Valli;1975
"Next - Too Close.mp3";Too Close;Next;1998
"Pat Boone - Ain't That A Shame.mp3";Ain't That A Shame;Pat Boone;1955
"Little Stevie Wonder - Fingertips II.mp3";Fingertips II;Little Stevie Wonder;1963
"Theory of a Deadman - Rx.mp3";Rx;Theory of a Deadman;2017
"Bee Gees - How Deep Is Your Love.mp3";How Deep Is Your Love;Bee Gees;1978
"Jo Stafford - Make Love To Me.mp3";Make Love To Me;Jo Stafford;1954
"David Rose - The Stripper.mp3";The Stripper;David Rose;1962
"Bing Crosby, the,rews Sisters - Don't Fence Me In.mp3";Don't Fence Me In;Bing Crosby, the,rews Sisters;1944
"Domenico Modugno - Volare (Nel Blu Dipinto Di Blu).mp3";Volare (Nel Blu Dipinto Di Blu);Domenico Modugno;1958
"Bing Crosby - White Christmas.mp3";White Christmas;Bing Crosby;1942
"Charlie Puth - Attention.mp3";Attention;Charlie Puth;2017
"Puff Daddy - Can't Nobody Hold Me Down.mp3";Can't Nobody Hold Me Down;Puff Daddy;1997
"a-ha - Take On Me.mp3";Take On Me;a-ha;1985
"Khalid - Saved.mp3";Saved;Khalid;2017
"Rebelution - Feeling Alright.mp3";Feeling Alright;Rebelution;2007
"George Benson - Breezin'.mp3";Breezin';George Benson;2001
"Joe Tex - I Gotcha.mp3";I Gotcha;Joe Tex;1972
"Sean Paul - No Lie (feat. Dua Lipa).mp3";No Lie (feat. Dua Lipa);Sean Paul;2016
"Shawn Mendes - There's Nothing Holdin' Me Back.mp3";There's Nothing Holdin' Me Back;Shawn Mendes;2016
"Frank Sinatra - Young At Heart.mp3";Young At Heart;Frank Sinatra;1953
"Silk - Freak Me.mp3";Freak Me;Silk;1993
"ZAYN - Dusk Till Dawn (feat. Sia).mp3";Dusk Till Dawn (feat. Sia);ZAYN;2017
"Petey Pablo - Freek-a-Leek.mp3";Freek-a-Leek;Petey Pablo;2004
"Rascals - People Got To Be Free.mp3";People Got To Be Free;Rascals;1968
"Roxette - It Must Have Been Love.mp3";It Must Have Been Love;Roxette;1990
"Diana Ross, Lionel Richie - Endless Love.mp3";Endless Love;Diana Ross, Lionel Richie;1981
